Date,HT,AT,HS,AS
17/10/2015,Antofagasta,Universidad Catolica,2,1
17/10/2015,Wanderers,Iquique,2,2
18/10/2015,Universidad de Concepcion,Universidad de Chile,4,1
18/10/2015,Colo Colo,San Marcos,0,1
19/10/2015,Unión Española,Union Calera,4,0
24/10/2015,Unión Española,O'Higgins,1,2
24/10/2015,Iquique,Antofagasta,1,1
24/10/2015,Universidad de Chile,Wanderers,0,1
24/10/2015,Union Calera,Cobresal,0,2
24/10/2015,San Marcos,San Luis,0,1
25/10/2015,Huachipato,Colo Colo,1,2
25/10/2015,Universidad Catolica,Palestino,2,0
26/10/2015,Audax Italiano,Universidad de Concepcion,2,1
30/10/2015,San Marcos,Unión Española,1,1
31/10/2015,Colo Colo,Universidad de Chile,2,0
31/10/2015,Universidad de Concepcion,Iquique,1,1
31/10/2015,O'Higgins,Antofagasta,1,1
1/11/2015,Palestino,Union Calera,1,1
1/11/2015,Cobresal,Universidad Catolica,2,5
1/11/2015,Audax Italiano,Wanderers,1,1
2/11/2015,San Luis,Huachipato,2,3
6/11/2015,Antofagasta,Palestino,0,2
6/11/2015,Universidad Catolica,San Marcos,5,1
7/11/2015,Iquique,Universidad de Chile,5,1
7/11/2015,Union Calera,San Luis,0,2
7/11/2015,Colo Colo,O'Higgins,2,1
7/11/2015,Huachipato,Cobresal,2,0
9/11/2015,Unión Española,Audax Italiano,3,2
9/11/2015,Wanderers,Universidad de Concepcion,1,2
20/11/2015,Audax Italiano,Huachipato,2,2
21/11/2015,Cobresal,Antofagasta,3,1
21/11/2015,Palestino,Colo Colo,2,0
21/11/2015,Wanderers,Unión Española,1,2
22/11/2015,Universidad de Chile,Universidad Catolica,2,2
22/11/2015,Iquique,San Marcos,2,1
22/11/2015,San Luis,O'Higgins,2,1
23/11/2015,Universidad de Concepcion,Union Calera,1,2
26/11/2015,Antofagasta,Wanderers,2,2
26/11/2015,San Marcos,Audax Italiano,0,1
29/11/2015,Universidad Catolica,San Luis,1,0
29/11/2015,Colo Colo,Universidad de Concepcion,1,0
29/11/2015,Union Calera,Universidad de Chile,1,0
29/11/2015,Unión Española,Iquique,3,0
30/11/2015,Huachipato,Palestino,0,0
30/11/2015,O'Higgins,Cobresal,2,0
3/12/2015,San Luis,Antofagasta,1,2
5/12/2015,Palestino,San Marcos,1,0
5/12/2015,Cobresal,Unión Española,3,1
5/12/2015,Universidad de Concepcion,O'Higgins,3,1
5/12/2015,Universidad de Chile,Huachipato,2,1
5/12/2015,Iquique,Union Calera,1,1
6/12/2015,Audax Italiano,Universidad Catolica,1,0
11/1/2016,Wanderers,Colo Colo,2,1
15/1/2016,O'Higgins,Union Calera,4,0
15/1/2016,San Marcos,Wanderers,0,2
16/1/2016,Colo Colo,Unión Española,1,1
16/1/2016,Huachipato,Universidad de Concepcion,3,0
16/1/2016,San Luis,Cobresal,0,0
17/1/2016,Antofagasta,Universidad de Chile,1,1
17/1/2016,Universidad Catolica,Iquique,2,2
18/1/2016,Palestino,Audax Italiano,2,1
22/1/2016,Wanderers,San Luis,3,1
22/1/2016,Iquique,Huachipato,1,1
23/1/2016,Audax Italiano,Colo Colo,0,3
23/1/2016,Universidad de Concepcion,Antofagasta,2,1
23/1/2016,Union Calera,Universidad Catolica,1,4
24/1/2016,Universidad de Chile,O'Higgins,8,1
24/1/2016,Unión Española,Palestino,1,1
24/1/2016,Cobresal,San Marcos,0,0
27/1/2016,San Luis,Universidad de Chile,1,1
29/1/2016,Antofagasta,Audax Italiano,1,2
30/1/2016,Colo Colo,Cobresal,1,0
30/1/2016,Huachipato,Unión Española,3,3
30/1/2016,San Marcos,Union Calera,0,0
31/1/2016,Universidad Catolica,Wanderers,4,2
31/1/2016,O'Higgins,Iquique,0,0
1/2/2016,Palestino,Universidad de Concepcion,3,0
5/2/2016,Wanderers,O'Higgins,3,1
5/2/2016,Audax Italiano,San Luis,1,0
6/2/2016,Universidad de Chile,San Marcos,0,0
6/2/2016,Universidad de Concepcion,Universidad Catolica,2,4
6/2/2016,Cobresal,Palestino,2,3
7/2/2016,Iquique,Colo Colo,0,0
7/2/2016,Unión Española,Antofagasta,0,2
8/2/2016,Union Calera,Huachipato,1,2
12/2/2016,Universidad Catolica,Unión Española,4,2
13/2/2016,Palestino,Universidad de Chile,2,1
13/2/2016,Cobresal,Universidad de Concepcion,1,0
13/2/2016,San Luis,Iquique,3,1
14/2/2016,Colo Colo,Antofagasta,2,1
14/2/2016,Huachipato,Wanderers,3,2
14/2/2016,San Marcos,O'Higgins,0,1
15/2/2016,Audax Italiano,Union Calera,0,0
19/2/2016,Wanderers,Palestino,0,0
20/2/2016,O'Higgins,Universidad Catolica,4,3
20/2/2016,Universidad de Chile,Audax Italiano,1,1
20/2/2016,Unión Española,San Luis,3,1
21/2/2016,Union Calera,Colo Colo,0,1
21/2/2016,Antofagasta,Huachipato,3,0
21/2/2016,Iquique,Cobresal,1,1
22/2/2016,Universidad de Concepcion,San Marcos,2,1
26/2/2016,Palestino,Iquique,2,2
26/2/2016,Universidad de Concepcion,Unión Española,3,1
27/2/2016,Colo Colo,San Luis,2,0
27/2/2016,San Marcos,Antofagasta,0,2
28/2/2016,Cobresal,Universidad de Chile,1,4
28/2/2016,Universidad Catolica,Huachipato,2,2
28/2/2016,Audax Italiano,O'Higgins,2,2
29/2/2016,Union Calera,Wanderers,3,3
4/3/2016,Antofagasta,Union Calera,3,1
4/3/2016,San Luis,Universidad de Concepcion,2,2
5/3/2016,Unión Española,Universidad de Chile,0,0
5/3/2016,Huachipato,San Marcos,1,1
5/3/2016,Wanderers,Cobresal,3,1
5/3/2016,Colo Colo,Universidad Catolica,3,0
6/3/2016,Iquique,Audax Italiano,1,1
7/3/2016,O'Higgins,Palestino,1,1
11/3/2016,Union Calera,Unión Española,2,1
11/3/2016,Iquique,Wanderers,1,2
12/3/2016,Audax Italiano,Cobresal,0,1
12/3/2016,Universidad Catolica,Antofagasta,2,1
12/3/2016,Huachipato,O'Higgins,0,1
13/3/2016,San Marcos,Colo Colo,1,0
13/3/2016,Universidad de Chile,Universidad de Concepcion,1,1
14/3/2016,Palestino,San Luis,2,2
18/3/2016,O'Higgins,Unión Española,0,0
19/3/2016,Palestino,Universidad Catolica,0,1
19/3/2016,Antofagasta,Iquique,2,3
19/3/2016,Universidad de Concepcion,Audax Italiano,2,0
20/3/2016,San Luis,San Marcos,1,1
20/3/2016,Cobresal,Union Calera,0,0
2/4/2016,Wanderers,Universidad de Chile,5,4
2/4/2016,Colo Colo,Huachipato,1,1
20/3/2016,Universidad de Chile,Colo Colo,0,0
2/4/2016,Iquique,Universidad de Concepcion,3,1
2/4/2016,Union Calera,Palestino,1,1
3/4/2016,Antofagasta,O'Higgins,0,2
3/4/2016,Universidad Catolica,Cobresal,1,0
4/4/2016,Unión Española,San Marcos,1,1
5/4/2016,Huachipato,San Luis,3,3
6/4/2016,Wanderers,Audax Italiano,2,2
8/4/2016,Universidad de Chile,Iquique,2,1
9/4/2016,Palestino,Antofagasta,0,2
9/4/2016,Cobresal,Huachipato,3,2
10/4/2016,O'Higgins,Colo Colo,3,0
10/4/2016,San Luis,Union Calera,3,1
10/4/2016,Audax Italiano,Unión Española,1,1
10/4/2016,San Marcos,Universidad Catolica,3,2
11/4/2016,Universidad de Concepcion,Wanderers,1,0
16/4/2016,Antofagasta,Cobresal,2,1
16/4/2016,Huachipato,Audax Italiano,0,3
16/4/2016,Unión Española,Wanderers,2,2
17/4/2016,San Marcos,Iquique,0,1
17/4/2016,Union Calera,Universidad de Concepcion,1,2
20/4/2016,Colo Colo,Palestino,1,3
20/4/2016,O'Higgins,San Luis,4,3
23/4/2016,Universidad Catolica,Universidad de Chile,2,1
23/4/2016,Palestino,Huachipato,1,1
23/4/2016,Audax Italiano,San Marcos,0,0
23/4/2016,Iquique,Unión Española,2,3
24/4/2016,Universidad de Concepcion,Colo Colo,0,2
24/4/2016,Cobresal,O'Higgins,2,3
24/4/2016,Wanderers,Antofagasta,1,1
26/4/2016,Universidad de Chile,Union Calera,2,2
26/4/2016,San Luis,Universidad Catolica,1,0
29/4/2016,Union Calera,Iquique,2,4
29/4/2016,Huachipato,Universidad de Chile,4,2
29/4/2016,Unión Española,Cobresal,1,1
29/4/2016,Antofagasta,San Luis,1,1
29/4/2016,San Marcos,Palestino,2,3
30/4/2016,Colo Colo,Wanderers,2,1
30/4/2016,O'Higgins,Universidad de Concepcion,1,2
30/4/2016,Universidad Catolica,Audax Italiano,2,1
29/7/2016,San Luis,O'Higgins,0,1
30/7/2016,Wanderers,Universidad de Chile,1,0
30/7/2016,Universidad Catolica,Cobresal,1,1
30/7/2016,Huachipato,Audax Italiano,3,1
31/7/2016,Iquique,Everton,3,1
31/7/2016,Colo Colo,Unión Española,1,2
31/7/2016,Universidad de Concepcion,Palestino,1,0
31/7/2016,Antofagasta,Temuco,0,2
5/8/2016,Cobresal,Wanderers,1,1
5/8/2016,O'Higgins,Universidad Catolica,1,1
6/8/2016,Palestino,Huachipato,2,1
6/8/2016,Universidad de Chile,Antofagasta,1,1
6/8/2016,Unión Española,Universidad de Concepcion,3,0
7/8/2016,Temuco,Iquique,1,3
8/8/2016,Audax Italiano,Colo Colo,0,2
8/8/2016,Everton,San Luis,1,1
12/8/2016,Wanderers,Audax Italiano,2,0
13/8/2016,Iquique,O'Higgins,1,1
13/8/2016,San Luis,Universidad de Chile,2,4
13/8/2016,Colo Colo,Temuco,0,2
13/8/2016,Universidad de Concepcion,Everton,2,2
14/8/2016,Antofagasta,Cobresal,0,0
14/8/2016,Huachipato,Unión Española,2,2
14/8/2016,Universidad Catolica,Palestino,1,1
19/8/2016,Everton,Unión Española,1,1
20/8/2016,Cobresal,Iquique,1,2
20/8/2016,O'Higgins,Temuco,1,0
20/8/2016,Universidad de Chile,Universidad de Concepcion,3,1
21/8/2016,Palestino,San Luis,3,4
21/8/2016,Huachipato,Colo Colo,2,2
21/8/2016,Universidad Catolica,Wanderers,1,2
21/8/2016,Audax Italiano,Antofagasta,1,0
26/8/2016,Colo Colo,Iquique,0,2
27/8/2016,Universidad de Chile,Universidad Catolica,0,3
27/8/2016,Temuco,Cobresal,1,2
27/8/2016,Unión Española,O'Higgins,1,1
28/8/2016,Wanderers,Antofagasta,0,1
28/8/2016,Universidad de Concepcion,Audax Italiano,3,1
28/8/2016,San Luis,Huachipato,1,1
29/8/2016,Everton,Palestino,1,2
9/9/2016,Universidad Catolica,Everton,3,1
10/9/2016,Iquique,Universidad de Concepcion,0,2
10/9/2016,Palestino,Wanderers,1,0
10/9/2016,Temuco,San Luis,2,0
11/9/2016,O'Higgins,Huachipato,2,0
11/9/2016,Cobresal,Universidad de Chile,2,0
11/9/2016,Antofagasta,Colo Colo,2,2
12/9/2016,Audax Italiano,Unión Española,3,1
23/9/2016,Huachipato,Cobresal,4,1
24/9/2016,Colo Colo,Wanderers,1,1
24/9/2016,Everton,Temuco,1,2
24/9/2016,Universidad de Concepcion,Antofagasta,1,2
25/9/2016,San Luis,Universidad Catolica,2,0
25/9/2016,O'Higgins,Audax Italiano,1,2
25/9/2016,Universidad de Chile,Palestino,1,0
25/9/2016,Unión Española,Iquique,3,1
1/10/2016,Antofagasta,San Luis,1,0
1/10/2016,Cobresal,O'Higgins,2,1
1/10/2016,Universidad Catolica,Huachipato,2,1
2/10/2016,Colo Colo,Universidad de Chile,2,0
2/10/2016,Iquique,Palestino,2,2
2/10/2016,Temuco,Unión Española,1,2
2/10/2016,Audax Italiano,Everton,0,3
13/11/2016,Wanderers,Universidad de Concepcion,2,0
14/10/2016,San Luis,Cobresal,1,0
15/10/2016,Palestino,Antofagasta,5,1
15/10/2016,Wanderers,Everton,0,1
15/10/2016,Huachipato,Iquique,1,2
15/10/2016,Unión Española,Universidad Catolica,3,4
15/10/2016,Audax Italiano,Temuco,1,1
16/10/2016,Universidad de Concepcion,Colo Colo,0,2
16/10/2016,Universidad de Chile,O'Higgins,0,0
29/10/2016,Iquique,Wanderers,3,0
29/10/2016,Cobresal,Unión Española,0,2
29/10/2016,Universidad Catolica,Audax Italiano,4,1
30/10/2016,Everton,Universidad de Chile,2,2
30/10/2016,Antofagasta,Huachipato,3,0
30/10/2016,Colo Colo,San Luis,3,3
30/10/2016,Temuco,Universidad de Concepcion,1,0
31/10/2016,O'Higgins,Palestino,3,2
5/11/2016,Wanderers,Unión Española,0,2
5/11/2016,Cobresal,Audax Italiano,1,1
5/11/2016,O'Higgins,Antofagasta,3,1
5/11/2016,Universidad de Chile,Iquique,2,2
6/11/2016,Universidad Catolica,Colo Colo,2,2
6/11/2016,Palestino,Temuco,2,0
6/11/2016,San Luis,Universidad de Concepcion,2,0
6/11/2016,Huachipato,Everton,2,2
18/11/2016,Colo Colo,Cobresal,3,0
19/11/2016,Iquique,San Luis,3,1
19/11/2016,Everton,O'Higgins,2,2
19/11/2016,Unión Española,Universidad de Chile,2,3
19/11/2016,Universidad de Concepcion,Huachipato,2,2
20/11/2016,Temuco,Wanderers,2,3
20/11/2016,Antofagasta,Universidad Catolica,1,5
20/11/2016,Audax Italiano,Palestino,2,1
25/11/2016,Huachipato,Temuco,1,0
26/11/2016,Everton,Cobresal,2,1
26/11/2016,O'Higgins,Colo Colo,1,0
26/11/2016,Universidad Catolica,Universidad de Concepcion,2,0
27/11/2016,Antofagasta,Iquique,0,0
27/11/2016,San Luis,Wanderers,2,1
27/11/2016,Universidad de Chile,Audax Italiano,2,2
28/11/2016,Palestino,Unión Española,2,0
1/12/2016,Wanderers,Huachipato,0,2
3/12/2016,Cobresal,Palestino,0,2
4/12/2016,Temuco,Universidad de Chile,0,3
4/12/2016,Universidad de Concepcion,O'Higgins,3,1
4/12/2016,Unión Española,Antofagasta,2,1
4/12/2016,Iquique,Universidad Catolica,2,6
4/12/2016,Colo Colo,Everton,4,2
4/12/2016,Audax Italiano,San Luis,1,2
8/12/2016,Palestino,Colo Colo,1,2
8/12/2016,Audax Italiano,Iquique,1,2
8/12/2016,Unión Española,San Luis,1,0
8/12/2016,O'Higgins,Wanderers,4,0
8/12/2016,Temuco,Universidad Catolica,0,2
9/12/2016,Cobresal,Universidad de Concepcion,2,0
9/12/2016,Universidad de Chile,Huachipato,2,2
10/12/2016,Everton,Antofagasta,0,3
4/2/2017,Antofagasta,Everton,0,2
4/2/2017,Unión Española,Colo Colo,0,3
4/2/2017,Audax Italiano,Cobresal,2,0
5/2/2017,Iquique,Universidad de Chile,2,0
5/2/2017,Palestino,Universidad de Concepcion,1,2
5/2/2017,Universidad Catolica,San Luis,1,0
14/2/2017,Temuco,Huachipato,1,0
15/3/2017,Wanderers,O'Higgins,1,2
10/2/2017,Cobresal,Antofagasta,3,1
10/2/2017,San Luis,Iquique,2,3
11/2/2017,Huachipato,Palestino,3,2
11/2/2017,O'Higgins,Unión Española,2,0
11/2/2017,Universidad de Chile,Temuco,1,0
12/2/2017,Everton,Universidad Catolica,2,1
12/2/2017,Colo Colo,Audax Italiano,4,0
12/2/2017,Universidad de Concepcion,Wanderers,1,0
17/2/2017,Iquique,Cobresal,3,1
17/2/2017,Huachipato,Universidad de Chile,2,1
18/2/2017,Wanderers,Universidad Catolica,3,0
18/2/2017,Palestino,Audax Italiano,0,2
18/2/2017,Colo Colo,O'Higgins,2,1
19/2/2017,Antofagasta,Universidad de Concepcion,5,0
19/2/2017,San Luis,Everton,1,1
19/2/2017,Unión Española,Temuco,5,2
24/2/2017,Universidad de Concepcion,Iquique,1,1
24/2/2017,O'Higgins,Cobresal,4,1
25/2/2017,Antofagasta,Palestino,1,1
25/2/2017,Universidad de Chile,Everton,0,0
25/2/2017,Audax Italiano,Huachipato,3,2
26/2/2017,Temuco,Colo Colo,2,2
26/2/2017,Wanderers,San Luis,0,3
26/2/2017,Universidad Catolica,Unión Española,2,3
3/3/2017,Iquique,Audax Italiano,2,2
3/3/2017,Unión Española,Huachipato,3,0
4/3/2017,Everton,Wanderers,2,2
4/3/2017,Colo Colo,Universidad Catolica,2,0
4/3/2017,Cobresal,Temuco,1,2
5/3/2017,Palestino,Universidad de Chile,1,3
5/3/2017,San Luis,Antofagasta,0,5
6/3/2017,O'Higgins,Universidad de Concepcion,1,1
10/3/2017,Temuco,Everton,1,2
10/3/2017,Universidad de Concepcion,San Luis,3,0
11/3/2017,Wanderers,Colo Colo,0,2
11/3/2017,Palestino,Iquique,0,2
11/3/2017,Universidad Catolica,Antofagasta,4,1
12/3/2017,Huachipato,O'Higgins,0,2
23/3/2017,Audax Italiano,Universidad de Chile,0,3
23/3/2017,Unión Española,Cobresal,3,0
17/3/2017,San Luis,Palestino,2,2
17/3/2017,Everton,Universidad de Concepcion,2,0
18/3/2017,Antofagasta,Wanderers,1,1
18/3/2017,Colo Colo,Huachipato,0,0
19/3/2017,Cobresal,Universidad Catolica,1,2
19/3/2017,Universidad de Chile,Unión Española,2,1
20/3/2017,Temuco,Audax Italiano,1,1
20/3/2017,O'Higgins,Iquique,1,1
31/3/2017,Antofagasta,Unión Española,1,1
1/4/2017,Universidad de Concepcion,Universidad de Chile,0,0
1/4/2017,Cobresal,Everton,1,1
1/4/2017,Wanderers,Palestino,5,2
1/4/2017,Universidad Catolica,Temuco,2,1
2/4/2017,Iquique,Colo Colo,3,2
2/4/2017,Huachipato,San Luis,3,2
2/4/2017,Audax Italiano,O'Higgins,2,1
7/4/2017,Palestino,Universidad Catolica,0,0
8/4/2017,Universidad de Chile,Colo Colo,0,2
8/4/2017,Huachipato,Antofagasta,0,0
8/4/2017,Everton,Iquique,0,0
8/4/2017,Universidad de Concepcion,Cobresal,4,0
9/4/2017,Temuco,O'Higgins,2,0
9/4/2017,San Luis,Audax Italiano,1,0
9/4/2017,Unión Española,Wanderers,1,0
13/4/2017,Cobresal,San Luis,1,2
15/4/2017,Iquique,Huachipato,1,2
15/4/2017,Colo Colo,Universidad de Concepcion,3,0
15/4/2017,O'Higgins,Everton,1,0
15/4/2017,Unión Española,Palestino,1,2
16/4/2017,Wanderers,Temuco,1,2
16/4/2017,Antofagasta,Universidad de Chile,0,1
16/4/2017,Audax Italiano,Universidad Catolica,1,2
21/4/2017,Universidad Catolica,O'Higgins,5,2
22/4/2017,Iquique,Unión Española,2,2
22/4/2017,Universidad de Chile,Wanderers,2,0
22/4/2017,Temuco,Antofagasta,2,0
22/4/2017,Everton,Audax Italiano,2,2
23/4/2017,Palestino,Cobresal,3,2
23/4/2017,San Luis,Colo Colo,1,0
23/4/2017,Huachipato,Universidad de Concepcion,0,0
28/4/2017,Universidad de Concepcion,Temuco,1,0
29/4/2017,Universidad Catolica,Universidad de Chile,3,1
29/4/2017,Cobresal,Huachipato,3,2
29/4/2017,Wanderers,Iquique,1,1
29/4/2017,Unión Española,Everton,2,1
30/4/2017,O'Higgins,San Luis,2,1
30/4/2017,Antofagasta,Audax Italiano,1,0
30/4/2017,Colo Colo,Palestino,0,0
5/5/2017,Universidad de Concepcion,Unión Española,0,0
5/5/2017,Universidad de Chile,Cobresal,4,0
6/5/2017,Palestino,O'Higgins,1,1
6/5/2017,San Luis,Temuco,1,1
6/5/2017,Audax Italiano,Wanderers,3,0
7/5/2017,Everton,Colo Colo,2,3
7/5/2017,Iquique,Antofagasta,2,4
7/5/2017,Huachipato,Universidad Catolica,2,1
12/5/2017,Everton,Huachipato,2,0
13/5/2017,Wanderers,Cobresal,1,1
13/5/2017,Audax Italiano,Universidad de Concepcion,0,3
13/5/2017,Universidad Catolica,Iquique,2,0
13/5/2017,San Luis,Unión Española,3,2
14/5/2017,Temuco,Palestino,1,0
14/5/2017,Colo Colo,Antofagasta,1,1
14/5/2017,O'Higgins,Universidad de Chile,0,3
18/5/2017,Huachipato,Wanderers,1,4
19/5/2017,Unión Española,Audax Italiano,1,1
20/5/2017,Iquique,Temuco,1,0
20/5/2017,Cobresal,Colo Colo,1,3
20/5/2017,Universidad de Chile,San Luis,1,0
20/5/2017,Universidad de Concepcion,Universidad Catolica,0,0
21/5/2017,Palestino,Everton,1,0
21/5/2017,Antofagasta,O'Higgins,0,0
28/7/2017,San Luis,Huachipato,2,0
29/7/2017,Iquique,Everton,0,1
29/7/2017,Curicó,Universidad de Chile,0,1
29/7/2017,Audax Italiano,Palestino,2,1
29/7/2017,Universidad Catolica,Universidad de Concepcion,0,0
30/7/2017,Wanderers,Unión Española,0,0
30/7/2017,Temuco,O'Higgins,2,0
30/7/2017,Colo Colo,Antofagasta,0,0
4/8/2017,Universidad de Chile,Temuco,2,1
5/8/2017,Palestino,Curicó,2,1
5/8/2017,Universidad de Concepcion,Wanderers,2,2
5/8/2017,Unión Española,Universidad Catolica,1,0
5/8/2017,Everton,San Luis,4,0
6/8/2017,O'Higgins,Colo Colo,1,3
6/8/2017,Huachipato,Audax Italiano,2,1
6/8/2017,Antofagasta,Iquique,0,0
11/8/2017,O'Higgins,Unión Española,0,2
12/8/2017,Curicó,Wanderers,1,1
12/8/2017,Temuco,Huachipato,0,0
12/8/2017,Universidad Catolica,Everton,1,1
13/8/2017,San Luis,Universidad de Chile,2,0
13/8/2017,Universidad de Concepcion,Antofagasta,0,0
13/8/2017,Audax Italiano,Iquique,1,3
15/8/2017,Palestino,Colo Colo,1,1
18/8/2017,Audax Italiano,Temuco,2,1
19/8/2017,Wanderers,Universidad Catolica,1,1
19/8/2017,Unión Española,San Luis,1,0
19/8/2017,Antofagasta,Palestino,2,1
19/8/2017,Colo Colo,Universidad de Concepcion,1,2
20/8/2017,Iquique,Curicó,0,1
20/8/2017,Everton,O'Higgins,1,1
20/8/2017,Universidad de Chile,Huachipato,3,2
25/8/2017,Wanderers,Iquique,0,0
26/8/2017,Palestino,San Luis,1,3
26/8/2017,Temuco,Everton,0,1
26/8/2017,Universidad Catolica,Curicó,1,0
26/8/2017,Huachipato,Unión Española,0,1
27/8/2017,Colo Colo,Universidad de Chile,4,1
27/8/2017,Universidad de Concepcion,Audax Italiano,1,1
27/8/2017,O'Higgins,Antofagasta,0,2
8/9/2017,Unión Española,Universidad de Concepcion,1,0
9/9/2017,Iquique,Colo Colo,1,1
9/9/2017,San Luis,Wanderers,0,2
9/9/2017,Universidad de Chile,O'Higgins,2,2
9/9/2017,Curicó,Temuco,1,1
10/9/2017,Audax Italiano,Universidad Catolica,2,2
10/9/2017,Everton,Palestino,3,1
10/9/2017,Antofagasta,Huachipato,1,0
22/9/2017,Colo Colo,San Luis,3,0
23/9/2017,Antofagasta,Unión Española,0,0
23/9/2017,Universidad de Chile,Everton,2,2
23/9/2017,Universidad de Concepcion,Curicó,0,1
24/9/2017,O'Higgins,Palestino,2,1
24/9/2017,Temuco,Universidad Catolica,1,0
24/9/2017,Wanderers,Audax Italiano,1,3
24/9/2017,Huachipato,Iquique,1,0
29/9/2017,Curicó,Antofagasta,0,1
30/9/2017,Unión Española,Universidad de Chile,0,0
30/9/2017,Iquique,Universidad de Concepcion,0,4
30/9/2017,Huachipato,Wanderers,1,0
30/9/2017,San Luis,O'Higgins,2,1
1/10/2017,Universidad Catolica,Colo Colo,0,1
1/10/2017,Palestino,Temuco,2,2
1/10/2017,Audax Italiano,Everton,3,0
13/10/2017,Everton,Curicó,1,1
14/10/2017,Temuco,San Luis,1,1
14/10/2017,Palestino,Unión Española,4,0
14/10/2017,Antofagasta,Universidad de Chile,0,2
14/10/2017,Universidad Catolica,Iquique,2,0
15/10/2017,Colo Colo,Wanderers,2,0
15/10/2017,Universidad de Concepcion,Huachipato,1,0
15/10/2017,O'Higgins,Audax Italiano,1,2
21/10/2017,Iquique,Temuco,0,1
21/10/2017,Huachipato,Universidad Catolica,3,1
21/10/2017,Audax Italiano,Colo Colo,0,3
21/10/2017,San Luis,Antofagasta,1,3
22/10/2017,Wanderers,Everton,3,3
22/10/2017,Universidad de Concepcion,O'Higgins,2,2
22/10/2017,Curicó,Unión Española,0,1
22/10/2017,Universidad de Chile,Palestino,2,1
28/10/2017,Temuco,Colo Colo,1,0
28/10/2017,Palestino,Huachipato,0,1
28/10/2017,Unión Española,Iquique,4,2
28/10/2017,Curicó,San Luis,1,0
29/10/2017,Universidad de Chile,Universidad Catolica,1,0
29/10/2017,Everton,Universidad de Concepcion,2,1
29/10/2017,O'Higgins,Wanderers,0,3
29/10/2017,Antofagasta,Audax Italiano,1,1
3/11/2017,Universidad de Concepcion,Palestino,1,1
4/11/2017,Wanderers,Universidad de Chile,0,1
4/11/2017,Huachipato,Everton,1,2
4/11/2017,Audax Italiano,Curicó,2,0
4/11/2017,Universidad Catolica,San Luis,0,2
5/11/2017,Iquique,O'Higgins,0,1
5/11/2017,Temuco,Antofagasta,1,0
5/11/2017,Colo Colo,Unión Española,5,2
24/11/2017,San Luis,Universidad de Concepcion,0,0
25/11/2017,Palestino,Iquique,1,0
25/11/2017,Universidad de Chile,Audax Italiano,0,3
25/11/2017,O'Higgins,Universidad Catolica,3,1
25/11/2017,Curicó,Huachipato,1,0
26/11/2017,Everton,Colo Colo,2,3
26/11/2017,Antofagasta,Wanderers,2,2
26/11/2017,Unión Española,Temuco,1,1
30/11/2017,O'Higgins,Huachipato,1,0
2/12/2017,Iquique,San Luis,2,1
3/12/2017,Colo Colo,Curicó,3,2
3/12/2017,Audax Italiano,Unión Española,0,2
3/12/2017,Universidad de Concepcion,Universidad de Chile,1,3
3/12/2017,Everton,Antofagasta,1,0
4/12/2017,Wanderers,Temuco,1,1
4/12/2017,Universidad Catolica,Palestino,4,1
9/12/2017,Temuco,Universidad de Concepcion,1,1
9/12/2017,Unión Española,Everton,2,0
9/12/2017,Huachipato,Colo Colo,0,3
9/12/2017,Universidad de Chile,Iquique,1,0
9/12/2017,San Luis,Audax Italiano,1,1
10/12/2017,Antofagasta,Universidad Catolica,2,4
10/12/2017,Palestino,Wanderers,0,0
10/12/2017,Curicó,O'Higgins,1,0
2/2/2018,Universidad Catolica,Temuco,2,1
3/2/2018,Antofagasta,Colo Colo,1,2
3/2/2018,Palestino,Union Calera,1,2
3/2/2018,Universidad de Concepcion,O'Higgins,0,2
4/2/2018,Everton,Iquique,2,3
4/2/2018,Universidad de Chile,Unión Española,1,2
4/2/2018,Audax Italiano,Huachipato,2,4
5/2/2018,San Luis,Curicó,1,0
9/2/2018,Union Calera,Antofagasta,1,3
9/2/2018,Unión Española,Palestino,2,2
10/2/2018,Iquique,Universidad de Chile,1,3
10/2/2018,Temuco,Universidad de Concepcion,1,1
11/2/2018,Huachipato,San Luis,1,1
11/2/2018,Curicó,Universidad Catolica,1,3
11/2/2018,Colo Colo,Audax Italiano,3,2
12/2/2018,O'Higgins,Everton,1,2
16/2/2018,Universidad de Chile,San Luis,3,0
17/2/2018,Everton,Universidad Catolica,1,1
17/2/2018,Palestino,Colo Colo,2,1
17/2/2018,Universidad de Concepcion,Curicó,0,0
18/2/2018,Iquique,Union Calera,0,1
18/2/2018,O'Higgins,Huachipato,2,1
18/2/2018,Unión Española,Antofagasta,1,1
19/2/2018,Audax Italiano,Temuco,1,1
23/2/2018,Colo Colo,O'Higgins,1,1
24/2/2018,Huachipato,Universidad de Concepcion,3,0
24/2/2018,San Luis,Palestino,0,1
24/2/2018,Universidad Catolica,Union Calera,1,0
25/2/2018,Antofagasta,Iquique,2,1
25/2/2018,Temuco,Universidad de Chile,0,1
25/2/2018,Audax Italiano,Everton,1,0
26/2/2018,Curicó,Unión Española,4,4
2/3/2018,Palestino,Audax Italiano,1,1
2/3/2018,Everton,San Luis,2,1
3/3/2018,Colo Colo,Huachipato,2,1
3/3/2018,Unión Española,Universidad de Concepcion,2,3
4/3/2018,Iquique,Universidad Catolica,1,1
4/3/2018,Universidad de Chile,Antofagasta,2,0
5/3/2018,Union Calera,Curicó,0,0
5/3/2018,O'Higgins,Temuco,2,0
16/3/2018,Temuco,Palestino,3,2
